Unnamed: 0,Player_Id,Player_Name,DOB,Batting_Hand,Bowling_Skill,Country
362,397,SA Abbott,1992-02-29,Right_Hand,Right-arm fast-medium,New Zealand
363,398,J Suchith,1994-01-16,Left_Hand,Slow left-arm orthodox,India
364,399,RG More,1992-02-02,Right_Hand,Right-arm medium,India
365,400,HH Pandya,1993-11-10,Right_Hand,Right-arm medium-fast,India
366,401,D Wiese,1985-05-18,Right_Hand,Right-arm medium-fast,South Africa
367,402,SN Khan,1997-10-27,Right_Hand,Legbreak,India
368,403,MJ McClenaghan,1986-11-06,Left_Hand,Left-arm fast-medium,New Zealand
369,404,DJ Muthuswami,1981-09-03,Right_Hand,Right-arm medium,India
370,405,PJ Cummins,1993-08-05,Right_Hand,Right-arm fast,Australia
371,406,SN Thakur,1991-10-16,Right_Hand,Right-arm medium,India
372,408,CR Brathwaite,1988-07-18,Right_Hand,Right-arm fast-medium,West Indies
373,409,MP Stoinis,1989-08-16,Right_Hand,Right-arm medium,Australia
374,411,C Munro,1987-11-03,Left_Hand,Right-arm medium-fast,New Zealand
375,412,P Sahu,1985-08-21,Right_Hand,Legbreak googly,India
376,413,KH Pandya,1991-03-24,Left_Hand,Slow left-arm orthodox,India
377,414,AD Nath,1993-10-05,Right_Hand,Right-arm medium-fast,India
378,415,MJ Guptill,1986-09-30,Right_Hand,Right-arm offbreak,New Zealand
379,416,KJ Abbott,1987-06-18,Right_Hand,Right-arm fast-medium,South Africa
380,417,TM Head,1993-12-29,Left_Hand,Right-arm offbreak,Australia
381,418,M Ashwin,1990-08-09,Right_Hand,Legbreak googly,India
382,422,KC Cariappa,1994-04-13,Right_Hand,Legbreak,India
383,424,Swapnil Singh,1991-01-22,Right_Hand,Slow left-arm orthodox,India
384,425,J Yadav,1990-01-22,Right_Hand,Right-arm offbreak,India
385,426,UT Khawaja,1986-12-18,Left_Hand,Right-arm medium,Australia
386,427,HM Amla,1983-03-31,Right_Hand,Right-arm offbreak,South Africa
387,428,F Behardien,1983-09-10,Right_Hand,Right-arm fast-medium,South Africa
388,429,BB Sran,1992-10-12,Left_Hand,Left-arm medium,India
389,430,A Zampa,1992-03-31,Right_Hand,Legbreak googly,Australia
390,431,N Rana,1993-12-27,Left_Hand,Right-arm offbreak,India
391,432,S Kaushik,1995-07-09,Right_Hand,Slow left-arm chinaman,India
392,434,CJ Jordan,1988-04-10,Right_Hand,Right-arm fast-medium,England
393,435,P Amarnath,1982-01-06,Right_Hand,Right-arm medium,India
394,436,B Geeves,1982-06-13,Right_Hand,Right-arm fast-medium,Australia
395,437,Gagandeep Singh,1981-03-10,Right_Hand,Right-arm medium-fast,India
396,438,A Nel,1977-07-15,Right_Hand,Right-arm fast-medium,South Africa
397,439,AM Salvi,1981-10-20,Right_Hand,Right-arm medium,India
398,440,RR Bose,1979-02-27,Right_Hand,Right-arm fast-medium,India
399,441,SS Sarkar,1984-12-15,Right_Hand,Right-arm medium,India
400,442,RA Shaikh,1985-12-06,Left_Hand,Left-arm medium,India
401,443,C Ganapathy,1981-10-06,Right_Hand,Right-arm medium,India
402,444,MB Parmar,1988-12-04,Right_Hand,Right-arm offbreak,India
403,445,AA Kazi,1989-09-29,Left_Hand,Slow left-arm orthodox,India
404,446,Anand Rajan,1987-04-17,Right_Hand,Right-arm medium,India
405,447,P Prasanth,1985-05-22,Left_Hand,Slow left-arm orthodox,India
406,448,SS Mundhe,1988-10-27,Right_Hand,Right-arm medium,India
407,449,RW Price,1976-12-06,Right_Hand,Slow left-arm orthodox,Zimbabwea
408,450,TP Sudhindra,1984-04-24,Left_Hand,Right-arm fast,India
409,451,BW Hilfenhaus,1983-03-15,Right_Hand,Right-arm fast-medium,Australia
410,452,S Badree,1981-09-03,Right_Hand,Legbreak,West Indies
411,453,P Suyal,1989-10-15,Right_Hand,Left-arm medium,India
412,454,MG Neser,1990-03-29,Right_Hand,Right-arm medium,Australia
413,455,V Shankar,1991-01-26,Right_Hand,Right-arm medium,India
414,456,K Santokie,1984-12-20,Left_Hand,Left-arm medium,West Indies
415,457,JW Hastings,1985-04-11,Right_Hand,Right-arm fast-medium,Australia
416,458,TA Boult,1989-07-22,Right_Hand,Left-arm fast-medium,New Zealand
417,459,GS Sandhu,1993-06-14,Left_Hand,Right-arm fast-medium,Australia
418,460,Mustafizur Rahman,1995-06-09,Left_Hand,Left-arm fast-medium,Bangladesh
419,461,AF Milne,1992-04-13,Right_Hand,Right-arm fast,New Zealand
420,462,Kuldeep Yadav,1994-12-14,Left_Hand,Slow left-arm chinaman,India
421,463,T Shamsi,1990-02-18,Right_Hand,Slow left-arm chinaman,South Africa
422,464,SM Boland,1989-11-04,Right_Hand,Right-arm fast-medium,Australia
423,465,DL Chahar,1992-07-08,Right_Hand,Right-arm medium,India
424,467,RV Pawar,1979-06-09,Left_Hand,Slow left-arm orthodox,India
425,469,T Mishra,1986-12-22,Right_Hand,Right-arm fast-medium,India
426,524,B Aparajith,1994-08-07,Right_Hand,Right-arm offbreak,India
